,Var1,Freq
1,,18918
2,Bitte,6
3,Bitti,7
4,boa,3
5,Boa,13
6,Campura,1
7,kuneh,38
8,Kuneh,8
9,Kunih,4
10,Langoang,2
11,loong,2
12,Loong,7
13,Mata,78
14,mira,21
15,Mira,33
16,Mirah,32
17,ngaluhu,5
18,Ngeluhu,4
19,Nyaluhu,5
20,nyuloh,11
21,Nyuluh,2
22,pote,3
23,Pote,6
24,sibbo,10
25,Sibbo,35
26,tibbo,4
27,tikolo,6
28,Tikolo,24
